insurance_type,postal_code,address,city,province,country,unit_apt,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,nearest_firehall,nearest_firehydrant,primary_heating,cancellation_month,cancellation_year,claim_month_zero,claim_year_zero,claim_type_zero,claim_month_one,claim_year_one,claim_type_one
H,,,,ON,CANADA,,Jason Conley,1959-10-20,2024,3,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,2,bigballs@gmail.com,8554654009,8,300,oil,1,2022,5,2022,Liability Claim,7,2022,Fire Claim
H,,,,ON,CANADA,,Heather Moore,1969-07-02,2014,2,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,7818397978,8,300,geothermal,1,2022,12,2025,Wind/Hail Claim,6,2021,Sewer Backup Claim
H,,,,ON,CANADA,,Ashley Reeves,1966-08-29,2015,2,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,2,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,3,2024,Water Damage Claim,9,2023,Other Type of Claim
H,,,,ON,CANADA,834,Ryan Allen,1963-07-19,2018,1,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,8554654009,16,301,electric,1,2022,6,2022,Sewer Backup Claim,6,2021,Fire Claim
H,,,,ON,CANADA,,Blake Lopez,1946-03-15,2021,3,FALSE,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,bigballs@gmail.com,8554654009,13,301,naturalgas,1,2022,5,2024,Liability Claim,6,2022,Personal Property Claim
H,,,,ON,CANADA,,Robert Bates,1978-10-31,2009,3,FALSE,TRUE,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,2,bigballs@gmail.com,2897308160,16,301,naturalgas,1,2022,3,2022,Wind/Hail Claim,6,2022,Other Type of Claim
H,,,,ON,CANADA,,Gregory Lewis,1969-04-08,2018,3,FALSE,FALSE,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,bigballs@gmail.com,8554654009,13,301,unknown,1,2022,12,2024,Wind/Hail Claim,8,2022,Water Damage Claim
H,,,,ON,CANADA,762,Donna Rodriguez MD,1960-02-03,2014,1,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,1,bigballs@gmail.com,8554654009,13,300,water,1,2022,3,2024,Personal Property Claim,8,2023,Fire Claim
H,,,,ON,CANADA,808,Taylor Taylor,1970-10-08,2015,3,FALSE,FALSE,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,2,bigballs@gmail.com,2897308160,13,150,electric,1,2022,1,2025,Personal Property Claim,12,2022,Water Damage Claim
H,,,,ON,CANADA,,Latoya Meyer,1947-01-21,2021,3,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,bigballs@gmail.com,2897308160,8,300,oil,1,2022,5,2024,Fire Claim,9,2023,Other Type of Claim
H,,,,ON,CANADA,,Tanner Stewart,1958-06-27,2009,3,FALSE,TRUE,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,bigballs@gmail.com,7818397978,8,150,none,1,2022,8,2022,Wind/Hail Claim,12,2021,Fire Claim
H,,,,ON,CANADA,469,Madeline Gardner,2001-12-13,2015,2,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,bigballs@gmail.com,2897308160,8,150,oil,1,2022,3,2022,Fire Claim,4,2021,Wind/Hail Claim
H,,,,ON,CANADA,13,Kelly Brooks,1951-01-05,2023,3,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,bigballs@gmail.com,2897308160,5,150,electric,1,2022,8,2025,Personal Property Claim,9,2021,Sewer Backup Claim
H,,,,ON,CANADA,,Jonathan Richardson,1984-04-02,2016,1,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,8554654009,5,301,water,1,2022,11,2022,Other Type of Claim,3,2022,Wind/Hail Claim
H,,,,ON,CANADA,,Nicole Beck,1947-12-26,2020,2,FALSE,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,2897308160,5,150,radiant,1,2022,5,2023,Liability Claim,12,2021,Wind/Hail Claim
H,,,,ON,CANADA,,Michael Patton,2005-08-12,2018,1,FALSE,FALSE,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,bigballs@gmail.com,8554654009,13,150,electric,1,2022,9,2022,Sewer Backup Claim,7,2025,Personal Property Claim
H,,,,ON,CANADA,,William Bates,1966-07-07,2017,3,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,bigballs@gmail.com,2897308160,8,300,geothermal,1,2022,11,2024,Other Type of Claim,5,2023,Liability Claim
H,,,,ON,CANADA,29,Crystal Nguyen,1996-05-21,2012,3,FALSE,FALSE,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,bigballs@gmail.com,2897308160,5,150,geothermal,1,2022,9,2022,Wind/Hail Claim,7,2023,Water Damage Claim
H,,,,ON,CANADA,660,Stacy Beck,1975-05-21,2024,1,FALSE,FALSE,0,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,1,bigballs@gmail.com,8554654009,5,300,naturalgas,1,2022,12,2024,Wind/Hail Claim,7,2021,Wind/Hail Claim
H,,,,ON,CANADA,171,Antonio Maldonado,1975-06-17,2010,1,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,2897308160,8,301,unknown,1,2022,4,2024,Sewer Backup Claim,11,2021,Sewer Backup Claim
H,,,,ON,CANADA,,Sabrina Boyd,1993-09-29,2022,1,FALSE,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,7818397978,13,301,geothermal,1,2022,7,2022,Wind/Hail Claim,9,2022,Wind/Hail Claim
H,,,,ON,CANADA,378,Karen Ferguson,1961-04-24,2021,2,FALSE,TRUE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,bigballs@gmail.com,7818397978,16,300,unknown,1,2022,8,2022,Liability Claim,9,2023,Wind/Hail Claim
H,,,,ON,CANADA,400,David Willis,1968-12-13,2023,1,FALSE,TRUE,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,bigballs@gmail.com,8554654009,16,301,oil,1,2022,9,2022,Sewer Backup Claim,2,2024,Other Type of Claim
H,,,,ON,CANADA,,Kirk Moore,1945-03-15,2022,3,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,2897308160,13,300,oil,1,2022,5,2022,Personal Property Claim,7,2022,Sewer Backup Claim
H,,,,ON,CANADA,309,Pamela Terry,1952-07-17,2009,2,FALSE,TRUE,2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,7818397978,8,150,electric,1,2022,7,2022,Other Type of Claim,7,2023,Personal Property Claim
H,,,,ON,CANADA,,Susan Velasquez,2000-05-22,2023,3,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,7818397978,16,300,oil,1,2022,7,2022,Other Type of Claim,8,2022,Wind/Hail Claim
H,,,,ON,CANADA,,Eric Robinson,1966-06-13,2016,1,FALSE,TRUE,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,2,bigballs@gmail.com,7818397978,16,301,oil,1,2022,1,2022,Sewer Backup Claim,5,2022,Fire Claim
H,,,,ON,CANADA,,Angelica Velazquez DVM,1985-05-24,2022,2,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,bigballs@gmail.com,2897308160,5,150,water,1,2022,3,2025,Water Damage Claim,5,2022,Liability Claim
H,,,,ON,CANADA,756,Tammie Frazier,1979-12-13,2017,1,FALSE,TRUE,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,bigballs@gmail.com,2897308160,8,150,radiant,1,2022,9,2024,Other Type of Claim,9,2024,Liability Claim
H,,,,ON,CANADA,,Tanya Hines,1979-06-13,2016,2,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,2,bigballs@gmail.com,2897308160,5,301,radiant,1,2022,10,2022,Liability Claim,1,2021,Sewer Backup Claim
H,,,,ON,CANADA,970,Tiffany Becker,1967-08-24,2010,2,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,2,bigballs@gmail.com,7818397978,5,300,water,1,2022,7,2021,Liability Claim,4,2025,Sewer Backup Claim
H,,,,ON,CANADA,424,Justin Lee,1968-02-09,2022,2,FALSE,FALSE,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,1,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,3,2022,Other Type of Claim,11,2025,Fire Claim
H,,,,ON,CANADA,314,Sonya Joseph,1946-03-10,2013,2,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,7818397978,8,300,unknown,1,2022,6,2021,Water Damage Claim,5,2023,Sewer Backup Claim
H,,,,ON,CANADA,869,William Rojas,1992-10-28,2017,1,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,bigballs@gmail.com,2897308160,13,300,naturalgas,1,2022,10,2023,Sewer Backup Claim,8,2022,Liability Claim
H,,,,ON,CANADA,810,Timothy Price,1985-05-25,2018,1,FALSE,TRUE,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,7818397978,8,150,radiant,1,2022,10,2024,Liability Claim,5,2021,Personal Property Claim
H,,,,ON,CANADA,,Heidi Anderson,1969-07-31,2024,1,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,8,301,unknown,1,2022,11,2022,Other Type of Claim,3,2022,Other Type of Claim
H,,,,ON,CANADA,,John Gomez,1947-07-11,2022,1,FALSE,FALSE,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0,bigballs@gmail.com,7818397978,8,300,geothermal,1,2022,6,2022,Fire Claim,2,2025,Liability Claim
H,,,,ON,CANADA,,Monica Jones,1985-08-24,2009,1,FALSE,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,5,300,unknown,1,2022,6,2022,Fire Claim,10,2022,Liability Claim
H,,,,ON,CANADA,,Daniel Lee,1962-04-12,2015,3,FALSE,TRUE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,2,bigballs@gmail.com,2897308160,13,300,geothermal,1,2022,8,2024,Fire Claim,7,2025,Water Damage Claim
H,,,,ON,CANADA,,Christopher Lowe,1962-12-08,2019,3,FALSE,FALSE,0,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,2,bigballs@gmail.com,2897308160,16,300,oil,1,2022,6,2023,Other Type of Claim,9,2025,Sewer Backup Claim
H,,,,ON,CANADA,,Mrs. Rebecca Smith,1959-08-26,2021,2,FALSE,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,2897308160,13,301,wood,1,2022,12,2021,Water Damage Claim,10,2024,Sewer Backup Claim
H,,,,ON,CANADA,549,Jack Sandoval,1968-01-09,2021,2,FALSE,TRUE,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,bigballs@gmail.com,7818397978,16,150,oil,1,2022,7,2022,Sewer Backup Claim,8,2021,Sewer Backup Claim
H,,,,ON,CANADA,733,Jacob Garcia,1977-08-28,2010,2,FALSE,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,bigballs@gmail.com,7818397978,5,150,water,1,2022,3,2025,Personal Property Claim,8,2022,Water Damage Claim
H,,,,ON,CANADA,,Robert Mendoza,1958-04-25,2020,1,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,16,150,unknown,1,2022,2,2025,Wind/Hail Claim,12,2025,Personal Property Claim
H,,,,ON,CANADA,264,Julie Marshall,1953-03-23,2024,3,FALSE,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,bigballs@gmail.com,8554654009,8,300,none,1,2022,3,2022,Sewer Backup Claim,4,2021,Other Type of Claim
H,,,,ON,CANADA,359,Sherri Young,1971-01-08,2021,3,FALSE,TRUE,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,bigballs@gmail.com,2897308160,16,300,none,1,2022,12,2024,Fire Claim,10,2022,Liability Claim
H,,,,ON,CANADA,836,Karina Cooper,1954-12-26,2016,3,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,2,bigballs@gmail.com,7818397978,16,150,wood,1,2022,10,2022,Other Type of Claim,7,2023,Wind/Hail Claim
H,,,,ON,CANADA,,Anita Lambert,1978-05-04,2014,2,FALSE,TRUE,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,5,2022,Personal Property Claim,11,2024,Sewer Backup Claim
H,,,,ON,CANADA,441,John Noble,1953-05-14,2009,1,FALSE,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,7818397978,8,150,geothermal,1,2022,3,2021,Water Damage Claim,5,2023,Fire Claim
H,,,,ON,CANADA,,Cameron Harmon,1968-03-25,2015,3,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,1,bigballs@gmail.com,7818397978,8,150,oil,1,2022,4,2022,Sewer Backup Claim,11,2023,Personal Property Claim
H,,,,ON,CANADA,444,Angela Morrison,1982-11-24,2015,2,FALSE,TRUE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,1,bigballs@gmail.com,8554654009,13,301,none,1,2022,9,2021,Water Damage Claim,9,2025,Wind/Hail Claim
H,,,,ON,CANADA,,Beth Evans,1959-11-12,2017,1,FALSE,FALSE,0,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,7818397978,5,301,naturalgas,1,2022,2,2023,Personal Property Claim,7,2022,Water Damage Claim
H,,,,ON,CANADA,576,Luis Franklin,1945-06-14,2018,2,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,7818397978,5,300,naturalgas,1,2022,6,2021,Personal Property Claim,3,2021,Water Damage Claim
H,,,,ON,CANADA,329,Adam Williams,1974-03-11,2021,3,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,bigballs@gmail.com,8554654009,13,301,unknown,1,2022,9,2025,Wind/Hail Claim,6,2022,Sewer Backup Claim
H,,,,ON,CANADA,,Steven Kennedy,1959-11-24,2016,2,FALSE,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,bigballs@gmail.com,2897308160,5,301,wood,1,2022,5,2023,Sewer Backup Claim,3,2023,Wind/Hail Claim
H,,,,ON,CANADA,,Timothy Schneider,1974-08-09,2010,2,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,bigballs@gmail.com,7818397978,5,301,radiant,1,2022,7,2025,Other Type of Claim,7,2022,Personal Property Claim
H,,,,ON,CANADA,,David Martin,1991-10-12,2010,3,FALSE,FALSE,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,8554654009,16,150,unknown,1,2022,8,2022,Personal Property Claim,8,2023,Fire Claim
H,,,,ON,CANADA,594,Brian Fletcher,1953-03-21,2020,1,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,2897308160,13,301,radiant,1,2022,8,2021,Water Damage Claim,4,2021,Liability Claim
H,,,,ON,CANADA,,Theresa Morales,1976-07-05,2023,2,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,bigballs@gmail.com,2897308160,16,301,wood,1,2022,8,2025,Personal Property Claim,2,2025,Personal Property Claim
H,,,,ON,CANADA,,Shane Reed,1989-10-01,2011,1,FALSE,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,bigballs@gmail.com,7818397978,5,301,radiant,1,2022,10,2022,Other Type of Claim,11,2024,Wind/Hail Claim
H,,,,ON,CANADA,,Patrick Petersen,1991-11-01,2022,3,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,bigballs@gmail.com,8554654009,5,150,wood,1,2022,7,2021,Fire Claim,3,2023,Wind/Hail Claim
H,,,,ON,CANADA,,Jonathan Jones,1973-09-13,2023,1,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,bigballs@gmail.com,2897308160,13,150,unknown,1,2022,11,2023,Sewer Backup Claim,12,2023,Wind/Hail Claim
H,,,,ON,CANADA,,Robert Davis,2003-08-26,2010,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,5,300,wood,1,2022,3,2022,Other Type of Claim,10,2025,Other Type of Claim
H,,,,ON,CANADA,,Jerry Williamson,2004-01-11,2014,2,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,2,bigballs@gmail.com,2897308160,16,150,unknown,1,2022,10,2022,Wind/Hail Claim,6,2025,Sewer Backup Claim
H,,,,ON,CANADA,731,Paige Hamilton,1946-07-26,2022,3,FALSE,TRUE,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,bigballs@gmail.com,2897308160,5,300,radiant,1,2022,10,2022,Water Damage Claim,7,2021,Sewer Backup Claim
H,,,,ON,CANADA,970,Michelle Garcia,1985-07-13,2018,2,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,bigballs@gmail.com,7818397978,13,150,electric,1,2022,11,2021,Wind/Hail Claim,3,2022,Other Type of Claim
H,,,,ON,CANADA,948,Stacy Carter,1975-05-11,2017,1,FALSE,TRUE,2,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,2,bigballs@gmail.com,2897308160,16,300,none,1,2022,6,2023,Sewer Backup Claim,2,2025,Other Type of Claim
H,,,,ON,CANADA,,Kimberly Lara,2000-11-22,2017,2,FALSE,TRUE,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,bigballs@gmail.com,7818397978,8,301,none,1,2022,3,2022,Sewer Backup Claim,7,2024,Wind/Hail Claim
H,,,,ON,CANADA,,Kenneth Barron,2000-04-28,2010,1,FALSE,TRUE,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,7818397978,8,150,wood,1,2022,1,2022,Water Damage Claim,11,2021,Fire Claim
H,,,,ON,CANADA,745,Stephen Jensen,2000-11-23,2021,3,FALSE,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,0,bigballs@gmail.com,2897308160,5,150,wood,1,2022,7,2025,Liability Claim,7,2022,Sewer Backup Claim
H,,,,ON,CANADA,841,Morgan Nichols,2007-03-12,2024,2,FALSE,FALSE,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,bigballs@gmail.com,2897308160,5,150,none,1,2022,10,2022,Personal Property Claim,3,2021,Wind/Hail Claim
H,,,,ON,CANADA,,Alexandra Serrano,2006-10-16,2022,1,FALSE,TRUE,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,8554654009,13,300,electric,1,2022,10,2025,Other Type of Claim,4,2025,Fire Claim
H,,,,ON,CANADA,,Laura Perry,1954-06-17,2019,2,FALSE,FALSE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,bigballs@gmail.com,7818397978,8,301,unknown,1,2022,10,2023,Water Damage Claim,9,2022,Water Damage Claim
H,,,,ON,CANADA,,Ms. Kelsey Mclaughlin,1944-12-22,2011,1,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,16,301,unknown,1,2022,1,2021,Liability Claim,1,2024,Liability Claim
H,,,,ON,CANADA,,Patrick Carter,1955-02-27,2010,2,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,0,bigballs@gmail.com,7818397978,16,301,geothermal,1,2022,12,2024,Wind/Hail Claim,2,2025,Liability Claim
H,,,,ON,CANADA,505,Erik Evans,1951-02-16,2015,3,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,bigballs@gmail.com,7818397978,13,300,none,1,2022,2,2023,Water Damage Claim,6,2022,Other Type of Claim
H,,,,ON,CANADA,,Lori Walker,2002-05-12,2023,3,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,16,300,naturalgas,1,2022,10,2024,Water Damage Claim,1,2023,Personal Property Claim
H,,,,ON,CANADA,870,Carlos Humphrey,1950-05-19,2013,2,FALSE,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,bigballs@gmail.com,8554654009,8,300,geothermal,1,2022,5,2024,Fire Claim,1,2024,Wind/Hail Claim
H,,,,ON,CANADA,549,Michael Hernandez,1954-08-05,2023,1,FALSE,TRUE,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,8554654009,13,300,water,1,2022,4,2021,Fire Claim,5,2024,Wind/Hail Claim
H,,,,ON,CANADA,641,Peter White,1985-05-14,2021,2,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,7818397978,5,300,electric,1,2022,9,2025,Sewer Backup Claim,3,2022,Personal Property Claim
H,,,,ON,CANADA,91,Sarah Hendricks,1963-04-16,2016,3,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,1,bigballs@gmail.com,8554654009,16,301,oil,1,2022,12,2022,Sewer Backup Claim,10,2024,Other Type of Claim
H,,,,ON,CANADA,881,Christopher Morris,1999-07-15,2022,2,FALSE,TRUE,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,bigballs@gmail.com,8554654009,13,300,oil,1,2022,4,2025,Liability Claim,11,2025,Fire Claim
H,,,,ON,CANADA,,Tammy Montgomery,1945-09-20,2021,2,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,13,301,geothermal,1,2022,4,2024,Personal Property Claim,4,2023,Water Damage Claim
H,,,,ON,CANADA,850,Phillip Freeman,1993-03-13,2021,3,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,8,301,electric,1,2022,2,2022,Personal Property Claim,8,2022,Other Type of Claim
H,,,,ON,CANADA,,Hunter Murphy,1978-04-18,2018,1,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,2897308160,5,150,water,1,2022,10,2021,Water Damage Claim,1,2022,Fire Claim
H,,,,ON,CANADA,,Brenda Moore,1984-01-30,2016,1,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,8554654009,5,301,unknown,1,2022,2,2022,Personal Property Claim,7,2022,Water Damage Claim
H,,,,ON,CANADA,335,Ricky Pearson,1975-05-03,2012,1,FALSE,TRUE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,2897308160,13,150,oil,1,2022,1,2022,Water Damage Claim,6,2025,Liability Claim
H,,,,ON,CANADA,,Melissa Page,2000-12-12,2010,1,FALSE,TRUE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,13,150,wood,1,2022,9,2025,Other Type of Claim,5,2023,Liability Claim
H,,,,ON,CANADA,,Danielle Patton,1959-10-19,2021,2,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,bigballs@gmail.com,2897308160,13,300,electric,1,2022,6,2023,Liability Claim,9,2025,Wind/Hail Claim
H,,,,ON,CANADA,,Angela Fitzgerald,2000-01-17,2020,2,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,bigballs@gmail.com,2897308160,13,300,oil,1,2022,7,2025,Liability Claim,6,2021,Wind/Hail Claim
H,,,,ON,CANADA,,Lisa Martinez,1975-01-23,2012,3,FALSE,FALSE,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,2897308160,16,150,naturalgas,1,2022,3,2025,Personal Property Claim,1,2022,Water Damage Claim
H,,,,ON,CANADA,,James Walker,1974-02-11,2015,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,1,bigballs@gmail.com,8554654009,16,300,water,1,2022,11,2023,Liability Claim,5,2022,Personal Property Claim
H,,,,ON,CANADA,,James Wright,1996-06-18,2022,2,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,1,2021,Fire Claim,8,2023,Personal Property Claim
H,,,,ON,CANADA,143,Dr. Vanessa Gonzalez,1980-04-30,2013,2,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,1,bigballs@gmail.com,7818397978,8,300,electric,1,2022,10,2023,Water Damage Claim,4,2021,Liability Claim
H,,,,ON,CANADA,,Douglas Bishop,1954-08-17,2013,2,FALSE,TRUE,0,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,7818397978,8,301,wood,1,2022,2,2023,Wind/Hail Claim,6,2022,Sewer Backup Claim
H,,,,ON,CANADA,,Shannon Baxter,1968-06-21,2013,2,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,13,300,wood,1,2022,4,2022,Wind/Hail Claim,4,2021,Other Type of Claim
H,,,,ON,CANADA,,Michael Houston,1959-11-21,2022,2,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,7818397978,13,301,oil,1,2022,11,2024,Sewer Backup Claim,7,2025,Water Damage Claim
H,,,,ON,CANADA,594,Stephanie Walker,2001-12-11,2020,2,FALSE,TRUE,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,7818397978,13,150,electric,1,2022,10,2022,Water Damage Claim,4,2023,Water Damage Claim
