insurance_type,postal_code,address,city,province,country,unit_apt,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,nearest_firehall,nearest_firehydrant,primary_heating,cancellation_month,cancellation_year,claim_month_zero,claim_year_zero,claim_type_zero,claim_month_one,claim_year_one,claim_type_one
H,N8A 2J9,859 Thompson Corners Suite 172,East Vickie,ON,CANADA,132,Robin Hood,1965-08-03,2015,2,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,bigballs@gmail.com,7818397978,8,150,radiant,1,2022,1,2022,Other Type of Claim,8,2023,Other Type of Claim
H,K6A6M2,920 Morris Spurs,South Robin,ON,CANADA,327,Leslie Mendez,1998-04-08,2016,3,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,bigballs@gmail.com,7818397978,8,301,water,1,2022,11,2022,Liability Claim,1,2022,Liability Claim
H,N5X 3T7,429 Jennifer Squares Apt. 484,North Jacob,ON,CANADA,286,Scott Miller,1955-11-18,2023,1,FALSE,TRUE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,bigballs@gmail.com,7818397978,16,301,oil,1,2022,12,2022,Wind/Hail Claim,2,2021,Other Type of Claim
H,P3J7G6,869 Sean Cape,Cherylstad,ON,CANADA,726,Stephanie Griffin,1962-05-28,2020,3,FALSE,TRUE,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,bigballs@gmail.com,7818397978,16,150,water,1,2022,12,2022,Other Type of Claim,10,2024,Personal Property Claim
H,M9P 7X7,6573 Kimberly Roads,West John,ON,CANADA,,Julia Montgomery,1991-05-27,2021,2,FALSE,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,bigballs@gmail.com,7818397978,13,150,naturalgas,1,2022,9,2023,Water Damage Claim,6,2022,Fire Claim
H,N3X 9X5,46397 Bowers Bridge Apt. 171,West Shaneburgh,ON,CANADA,424,Meredith Morris,1947-06-22,2009,3,FALSE,FALSE,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,2897308160,5,301,geothermal,1,2022,4,2022,Fire Claim,11,2022,Personal Property Claim
H,N9V9E2,52728 Joseph Manor Apt. 028,West Richard,ON,CANADA,570,Desiree Ward,1948-01-07,2020,3,FALSE,TRUE,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,16,300,wood,1,2022,9,2022,Liability Claim,5,2024,Personal Property Claim
H,P3N 9A2,51230 Bennett Stream Suite 969,West Nathan,ON,CANADA,,Ariel Lang,2001-04-24,2015,3,FALSE,TRUE,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,2897308160,13,300,radiant,1,2022,5,2021,Liability Claim,9,2022,Water Damage Claim
H,M5C1N9,323 William Burgs,Barbaramouth,ON,CANADA,,Sue Rose PhD,2000-12-03,2019,2,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,bigballs@gmail.com,8554654009,8,150,unknown,1,2022,12,2024,Water Damage Claim,12,2022,Water Damage Claim
H,L6Y3T6,2313 Wright Parkways,Bellport,ON,CANADA,450,Cynthia Mann,1998-07-11,2018,2,FALSE,FALSE,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,7818397978,8,300,none,1,2022,12,2025,Fire Claim,5,2024,Water Damage Claim
H,K5P 6T5,69212 John Radial,Lucasmouth,ON,CANADA,958,Susan Rivera,1996-03-03,2010,1,FALSE,FALSE,2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,2897308160,5,301,oil,1,2022,6,2022,Other Type of Claim,9,2024,Other Type of Claim
H,M9L4G3,08771 Rodriguez Locks,South Lindsey,ON,CANADA,,Robert Adams,1992-01-24,2012,1,FALSE,TRUE,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,13,300,oil,1,2022,2,2022,Water Damage Claim,6,2022,Sewer Backup Claim
H,L1T 2B8,63308 Silva Place Suite 623,Jodystad,ON,CANADA,,Jessica Chambers,1952-01-16,2018,1,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,2897308160,5,150,naturalgas,1,2022,8,2024,Sewer Backup Claim,6,2022,Personal Property Claim
H,M7K 9J7,704 Andrew Pass,Lake Deanberg,ON,CANADA,518,Clayton Brown,1951-12-06,2017,2,FALSE,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,3,bigballs@gmail.com,8554654009,16,301,water,1,2022,11,2022,Sewer Backup Claim,6,2025,Fire Claim
H,L5J3R8,4511 Parks Greens,Hudsonville,ON,CANADA,,Jesus Snyder,1998-11-28,2014,2,FALSE,FALSE,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,0,bigballs@gmail.com,8554654009,16,150,radiant,1,2022,11,2022,Water Damage Claim,5,2022,Other Type of Claim
H,M2T 6H7,7258 Samantha Forest,South Bethany,ON,CANADA,,Tony Peterson,1978-10-25,2010,3,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,bigballs@gmail.com,7818397978,8,300,oil,1,2022,7,2022,Water Damage Claim,2,2022,Other Type of Claim
H,M9B4J6,19669 Whitaker Divide,West Brandon,ON,CANADA,,Shane Shepard,1995-06-02,2018,2,FALSE,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,bigballs@gmail.com,7818397978,5,150,geothermal,1,2022,8,2025,Liability Claim,8,2023,Other Type of Claim
H,K9K 4S8,97354 Hensley Viaduct Apt. 700,Anthonyville,ON,CANADA,,Debra Bowman,1984-11-03,2009,2,FALSE,TRUE,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,7818397978,8,301,electric,1,2022,12,2022,Wind/Hail Claim,11,2023,Sewer Backup Claim
H,P6J 4J2,5010 Paul Groves,Williamsport,ON,CANADA,,Destiny Glass,2004-11-08,2014,2,FALSE,FALSE,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,3,bigballs@gmail.com,8554654009,16,150,water,1,2022,11,2024,Water Damage Claim,11,2022,Fire Claim
H,K4Y5X4,4086 David Mountains,Samanthaberg,ON,CANADA,204,Paula Spencer,1950-01-21,2021,1,FALSE,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,bigballs@gmail.com,8554654009,13,150,naturalgas,1,2022,4,2025,Personal Property Claim,8,2022,Sewer Backup Claim
H,L4K4N2,11361 Miller Rue Apt. 207,Griffinmouth,ON,CANADA,986,Mr. Joseph Hartman,1969-07-12,2017,1,FALSE,TRUE,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,7818397978,5,301,water,1,2022,12,2022,Liability Claim,11,2025,Wind/Hail Claim
H,N4H 6M5,9541 Perkins Ferry Suite 620,South Maria,ON,CANADA,,Brent Cunningham,1998-06-01,2016,3,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,10,2023,Other Type of Claim,1,2025,Wind/Hail Claim
H,M1L1Y3,709 Smith Meadows,South Adrianaside,ON,CANADA,807,Timothy Reed,1985-05-17,2011,1,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2,3,bigballs@gmail.com,2897308160,8,300,naturalgas,1,2022,2,2023,Wind/Hail Claim,9,2024,Sewer Backup Claim
H,L6M2E8,939 Jeffrey Coves Suite 662,Karachester,ON,CANADA,,Susan Velasquez,1952-09-20,2021,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,2897308160,13,301,naturalgas,1,2022,11,2022,Water Damage Claim,6,2025,Sewer Backup Claim
H,K9B1V3,50255 Scott Landing,Michaelchester,ON,CANADA,,Sydney May,1991-07-30,2013,2,FALSE,TRUE,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,2,bigballs@gmail.com,8554654009,8,300,radiant,1,2022,1,2022,Other Type of Claim,5,2022,Water Damage Claim
H,N7K8Y4,173 Anthony Squares,Matthewland,ON,CANADA,,Margaret Hamilton,1979-12-05,2017,2,FALSE,FALSE,0,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,8554654009,16,301,wood,1,2022,8,2025,Water Damage Claim,4,2025,Water Damage Claim
H,P2J7T4,829 Carla Causeway,Kylefurt,ON,CANADA,568,April Lopez,1970-03-23,2014,3,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,bigballs@gmail.com,8554654009,8,301,oil,1,2022,6,2023,Sewer Backup Claim,12,2021,Water Damage Claim
H,L8B 1S3,116 Charles Curve Apt. 690,Hobbsborough,ON,CANADA,,Mrs. Nicole Estrada,1971-07-26,2016,1,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,bigballs@gmail.com,7818397978,5,300,geothermal,1,2022,4,2022,Wind/Hail Claim,9,2024,Liability Claim
H,N6G 1A9,1792 Tony Hills Apt. 107,North Patrick,ON,CANADA,,Dustin Walker,1989-01-21,2014,3,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,bigballs@gmail.com,2897308160,8,150,oil,1,2022,11,2022,Fire Claim,10,2022,Other Type of Claim
H,M8B8P8,6309 Wade Track Apt. 884,West Sarahtown,ON,CANADA,88,Jane Martin,1971-02-05,2019,1,FALSE,FALSE,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,8554654009,16,150,wood,1,2022,12,2022,Water Damage Claim,2,2024,Personal Property Claim
H,M7J 5B3,60736 Johnson Plaza,Lake Travis,ON,CANADA,133,Virginia Thomas,2002-07-02,2011,3,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,1,bigballs@gmail.com,7818397978,5,300,none,1,2022,3,2025,Water Damage Claim,4,2022,Other Type of Claim
H,M6Y 8V7,663 Smith Shore Apt. 291,West Ashleymouth,ON,CANADA,846,Sean Erickson,1955-03-24,2015,3,FALSE,FALSE,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,bigballs@gmail.com,8554654009,16,150,naturalgas,1,2022,5,2022,Personal Property Claim,5,2021,Other Type of Claim
H,K3E 5M4,04562 Mcdaniel Grove,East Tiffany,ON,CANADA,724,Sarah Marshall,1959-02-18,2014,3,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,bigballs@gmail.com,2897308160,13,301,unknown,1,2022,10,2023,Other Type of Claim,9,2025,Personal Property Claim
H,P5M 5J6,3297 Warren Inlet Apt. 618,West Tracyside,ON,CANADA,,Krystal Rodriguez,2005-06-14,2012,3,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,bigballs@gmail.com,8554654009,16,150,geothermal,1,2022,10,2022,Liability Claim,7,2022,Sewer Backup Claim
H,K2H 4Y8,3858 Margaret Gardens,Gallegostown,ON,CANADA,,Toni Mccoy,1992-08-31,2020,2,FALSE,TRUE,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,bigballs@gmail.com,2897308160,8,150,unknown,1,2022,4,2024,Liability Claim,12,2022,Water Damage Claim
H,K6N2G4,60663 Mendez Squares Apt. 461,Lake Stephaniestad,ON,CANADA,,Jeffery Dennis,1988-03-25,2010,3,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,bigballs@gmail.com,8554654009,13,301,geothermal,1,2022,11,2023,Fire Claim,1,2021,Wind/Hail Claim
H,N8Y9S9,94333 Daniel Hill Apt. 654,Port Darrellshire,ON,CANADA,873,Alexandra Thomas,1994-12-17,2009,3,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,bigballs@gmail.com,8554654009,16,301,electric,1,2022,2,2022,Fire Claim,4,2021,Other Type of Claim
H,P9A2T4,6438 Richardson Centers Suite 982,Lake Lindsay,ON,CANADA,,Luis Villanueva,1946-10-03,2018,3,FALSE,TRUE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,bigballs@gmail.com,8554654009,16,301,oil,1,2022,3,2023,Sewer Backup Claim,10,2021,Personal Property Claim
H,M1E 3C2,41409 Katie Ports Suite 963,New Matthewton,ON,CANADA,,Christina Koch,1944-07-10,2023,2,FALSE,FALSE,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,bigballs@gmail.com,8554654009,5,150,unknown,1,2022,6,2023,Personal Property Claim,5,2023,Sewer Backup Claim
H,N3P5V4,258 Zachary Drive Apt. 401,Simsfort,ON,CANADA,58,Susan Hess,1991-05-15,2015,2,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,8554654009,8,150,water,1,2022,3,2023,Water Damage Claim,3,2022,Wind/Hail Claim
H,M8V6R1,56507 Tucker Trace Apt. 841,New Anitastad,ON,CANADA,975,Annette Kirk,1989-06-26,2009,3,FALSE,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,bigballs@gmail.com,8554654009,16,301,wood,1,2022,9,2021,Sewer Backup Claim,12,2023,Personal Property Claim
H,M5B 8N2,98288 Martin Parks,East Kevinfort,ON,CANADA,231,Terry Johnson,1957-09-01,2016,1,FALSE,FALSE,0,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,1,bigballs@gmail.com,2897308160,16,301,water,1,2022,5,2021,Sewer Backup Claim,9,2024,Fire Claim
H,N4G 5A7,4329 Matthew Branch Apt. 204,Townsendberg,ON,CANADA,,Robert Wright,1999-05-02,2009,3,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,3,bigballs@gmail.com,8554654009,13,301,naturalgas,1,2022,12,2023,Liability Claim,8,2021,Liability Claim
H,M8T 9J9,87604 Mario Island,New Rachelburgh,ON,CANADA,,Kristi Johnson,1947-09-13,2024,2,FALSE,TRUE,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,bigballs@gmail.com,8554654009,13,300,geothermal,1,2022,1,2021,Other Type of Claim,6,2022,Other Type of Claim
H,K6P 4K8,138 Tracy Ranch Apt. 299,New Erikton,ON,CANADA,15,Jason Smith,2002-09-06,2020,3,FALSE,TRUE,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,5,300,naturalgas,1,2022,2,2022,Wind/Hail Claim,7,2022,Water Damage Claim
H,P6M 2B8,559 Andrew Forks Suite 570,Wrightbury,ON,CANADA,713,Breanna Perez,2006-04-28,2012,2,FALSE,TRUE,2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,0,bigballs@gmail.com,8554654009,8,301,unknown,1,2022,3,2022,Sewer Backup Claim,8,2021,Water Damage Claim
H,P2G 5J3,19783 Alexander Springs,North Shannonland,ON,CANADA,749,Aaron Bell DVM,1991-08-11,2023,3,FALSE,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,5,150,naturalgas,1,2022,7,2021,Fire Claim,5,2024,Other Type of Claim
H,N5L 7B6,72333 Beck Flats,Wilsonview,ON,CANADA,698,Kristin Conley,2002-05-27,2010,2,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,bigballs@gmail.com,2897308160,5,150,naturalgas,1,2022,1,2022,Liability Claim,1,2024,Wind/Hail Claim
H,M6J9S1,2867 Schroeder Passage Apt. 418,West Jacobville,ON,CANADA,298,Donald Sherman,1997-02-22,2014,1,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,bigballs@gmail.com,8554654009,13,300,naturalgas,1,2022,11,2021,Other Type of Claim,9,2023,Other Type of Claim
H,P8J 7Y7,772 Karina Island,Allenbury,ON,CANADA,117,Susan Compton,1981-05-03,2019,2,FALSE,FALSE,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,3,bigballs@gmail.com,8554654009,8,150,oil,1,2022,11,2022,Sewer Backup Claim,8,2022,Water Damage Claim
H,L4A 4X5,5762 Ware Islands,New Travis,ON,CANADA,257,Victoria Waters,1961-05-18,2010,3,FALSE,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,2897308160,5,301,wood,1,2022,6,2022,Personal Property Claim,5,2022,Water Damage Claim
H,L1T8J3,7544 Catherine Row Suite 317,Campbellfort,ON,CANADA,,Gregory David,1976-08-06,2009,1,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,bigballs@gmail.com,7818397978,8,300,water,1,2022,6,2021,Water Damage Claim,9,2022,Personal Property Claim
H,M7K3E2,2029 Johnson Spurs Apt. 226,Clarkhaven,ON,CANADA,574,Victoria Lin,1944-06-14,2020,3,FALSE,TRUE,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,2897308160,16,301,electric,1,2022,7,2024,Wind/Hail Claim,12,2022,Sewer Backup Claim
H,K7Y 3E2,3800 Watkins Crossing Apt. 496,New Donaldmouth,ON,CANADA,,Joshua Pratt,1945-07-18,2015,3,FALSE,TRUE,0,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,8,300,wood,1,2022,11,2025,Liability Claim,2,2022,Other Type of Claim
H,K5C2G7,92766 Melissa Viaduct Suite 367,Robinsonbury,ON,CANADA,237,Tiffany Rose,1995-10-17,2009,3,FALSE,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,bigballs@gmail.com,2897308160,16,300,geothermal,1,2022,5,2022,Other Type of Claim,4,2024,Sewer Backup Claim
H,N6E4V3,80008 Kevin Point,Port Matthewmouth,ON,CANADA,958,Raymond Fisher,1954-01-06,2021,1,FALSE,TRUE,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,7818397978,13,150,oil,1,2022,8,2021,Personal Property Claim,4,2022,Water Damage Claim
H,K1J 9M6,5277 Wendy Path Suite 043,Lauramouth,ON,CANADA,862,Karina Maddox,1988-11-07,2024,2,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,bigballs@gmail.com,8554654009,8,150,geothermal,1,2022,11,2023,Water Damage Claim,2,2025,Water Damage Claim
H,M7Y9T7,568 White Neck,Frederickchester,ON,CANADA,,Lauren Dodson,1946-10-28,2020,3,FALSE,FALSE,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,bigballs@gmail.com,7818397978,8,150,wood,1,2022,3,2022,Sewer Backup Claim,11,2022,Wind/Hail Claim
H,N9C 7N7,5263 Tiffany Motorway Apt. 752,Port Justintown,ON,CANADA,,Samantha Griffin,1959-07-17,2009,2,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,8554654009,16,150,oil,1,2022,2,2025,Sewer Backup Claim,6,2022,Fire Claim
H,K1G1P1,853 Jay Trafficway Apt. 266,Port Tamara,ON,CANADA,,Barry Martin,1968-08-05,2010,1,FALSE,TRUE,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,8554654009,13,300,radiant,1,2022,9,2022,Sewer Backup Claim,4,2022,Fire Claim
H,K1N 9J9,9245 Christopher Ford Apt. 549,New Christopherview,ON,CANADA,823,Meredith Hayden,1973-10-26,2023,2,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,8554654009,8,150,naturalgas,1,2022,6,2025,Other Type of Claim,11,2024,Sewer Backup Claim
H,P8Y1H5,364 Sharon Spur Suite 039,Jasonbury,ON,CANADA,,Brian Cruz,2002-03-17,2014,3,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,16,300,wood,1,2022,3,2022,Liability Claim,12,2022,Other Type of Claim
H,L8M6S9,9527 Perez Loaf,Aliceland,ON,CANADA,,Michael Cruz,1996-09-20,2009,2,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,3,bigballs@gmail.com,7818397978,16,300,geothermal,1,2022,3,2021,Liability Claim,8,2022,Fire Claim
H,P2C 2H2,1247 Bill Islands,Marshhaven,ON,CANADA,356,Michelle Williams,1954-05-04,2010,1,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,3,bigballs@gmail.com,7818397978,5,301,wood,1,2022,1,2023,Water Damage Claim,9,2024,Sewer Backup Claim
H,M8P 6L5,8109 Allison Cape Suite 200,North James,ON,CANADA,575,Cheryl Potter,1985-10-21,2013,3,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,3,bigballs@gmail.com,2897308160,8,301,naturalgas,1,2022,11,2021,Personal Property Claim,4,2023,Wind/Hail Claim
H,N7T6P5,891 Rodriguez Keys Apt. 465,Port Billyport,ON,CANADA,,Rodney Thompson,1968-11-04,2017,3,FALSE,TRUE,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,bigballs@gmail.com,2897308160,13,150,wood,1,2022,2,2022,Other Type of Claim,7,2022,Wind/Hail Claim
H,L1B 2L9,082 Brock Trail Suite 017,Jeremiahland,ON,CANADA,864,Dorothy Brown,1990-01-15,2011,3,FALSE,FALSE,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,3,bigballs@gmail.com,8554654009,16,301,oil,1,2022,6,2021,Fire Claim,11,2022,Fire Claim
H,K7M1C7,70646 Garcia Forge Suite 945,Edwardsbury,ON,CANADA,,Ronald Cameron,1976-05-22,2020,2,FALSE,FALSE,0,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,8554654009,13,300,oil,1,2022,2,2024,Other Type of Claim,2,2024,Wind/Hail Claim
H,K9R3P6,9246 Victoria Path Apt. 694,Murraymouth,ON,CANADA,922,Jon Collins,1991-08-25,2010,2,FALSE,TRUE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,bigballs@gmail.com,7818397978,8,150,oil,1,2022,8,2021,Other Type of Claim,4,2022,Other Type of Claim
H,L8X7M4,1455 Parker Pines Apt. 416,Tricialand,ON,CANADA,,Matthew Nelson,1948-05-01,2015,2,FALSE,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,bigballs@gmail.com,8554654009,13,300,radiant,1,2022,2,2022,Personal Property Claim,10,2025,Fire Claim
H,K1X 9S9,1944 Walker Glens Apt. 325,Brandonfurt,ON,CANADA,,Jacob Smith,1995-02-25,2016,3,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,bigballs@gmail.com,8554654009,8,301,naturalgas,1,2022,5,2025,Fire Claim,10,2024,Liability Claim
H,M9M 7L1,576 Yolanda Tunnel Suite 867,Shanestad,ON,CANADA,,Mark Jenkins,1976-04-08,2014,2,FALSE,FALSE,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,3,bigballs@gmail.com,2897308160,13,300,radiant,1,2022,6,2023,Sewer Backup Claim,10,2023,Sewer Backup Claim
H,M9R2T8,033 Riggs Circles,Andersenview,ON,CANADA,868,Michael Hayes,2006-05-16,2021,3,FALSE,TRUE,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,2897308160,13,301,water,1,2022,11,2024,Wind/Hail Claim,3,2022,Liability Claim
H,K3M1V9,46049 Molly Village Suite 671,Lake Timothyshire,ON,CANADA,577,Annette Hernandez,1967-08-23,2014,2,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,bigballs@gmail.com,8554654009,5,150,unknown,1,2022,5,2023,Water Damage Claim,4,2021,Personal Property Claim
H,M8S 5V2,0894 Garcia Village,Allenmouth,ON,CANADA,92,Timothy Brooks,1958-02-22,2018,3,FALSE,TRUE,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,2,bigballs@gmail.com,8554654009,5,300,none,1,2022,9,2023,Personal Property Claim,2,2025,Sewer Backup Claim
H,L5B6C2,25822 Ashley Prairie,West Anthonychester,ON,CANADA,881,Dawn Patel,2002-10-02,2014,3,FALSE,FALSE,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,2897308160,5,301,wood,1,2022,6,2023,Liability Claim,1,2022,Water Damage Claim
H,P2S1P3,792 Lonnie Coves,West Brandonfurt,ON,CANADA,581,Ashley Henson,1999-06-21,2010,2,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,bigballs@gmail.com,8554654009,8,300,radiant,1,2022,6,2021,Wind/Hail Claim,1,2021,Water Damage Claim
H,N3A4A8,466 Antonio Courts Apt. 586,North Kimberly,ON,CANADA,530,Louis Woods,1965-02-18,2011,1,FALSE,TRUE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,bigballs@gmail.com,2897308160,13,150,electric,1,2022,2,2023,Fire Claim,7,2022,Sewer Backup Claim
H,K1E 9R9,5538 Jay Locks Suite 478,Myersberg,ON,CANADA,,Samantha Whitaker,1987-10-06,2023,2,FALSE,TRUE,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,bigballs@gmail.com,2897308160,13,300,geothermal,1,2022,2,2021,Fire Claim,5,2021,Personal Property Claim
H,P7P2C1,90491 Curry Stream,Jonesside,ON,CANADA,,Christine Lopez,2004-03-10,2024,3,FALSE,FALSE,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2,1,bigballs@gmail.com,2897308160,8,150,none,1,2022,5,2025,Fire Claim,6,2023,Other Type of Claim
H,P1V 9H8,19369 Thomas Lodge,Lindsayhaven,ON,CANADA,733,Peter Weber,1988-05-30,2009,3,FALSE,TRUE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,16,150,none,1,2022,2,2022,Personal Property Claim,2,2023,Personal Property Claim
H,L2B 3G9,1017 Kennedy Ports,North Ryanland,ON,CANADA,,Kimberly Martinez,1981-05-16,2013,3,FALSE,TRUE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,bigballs@gmail.com,2897308160,13,150,oil,1,2022,11,2023,Fire Claim,8,2025,Other Type of Claim
H,M3L 3X8,3158 Nicole Cliffs,Lake Denise,ON,CANADA,181,Phyllis Sanchez,2007-04-03,2021,1,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,bigballs@gmail.com,2897308160,5,301,radiant,1,2022,9,2021,Wind/Hail Claim,1,2022,Water Damage Claim
